Date,AAPL,ADBE,AMZN,BTC-USD,FB,GCF,IRX,MSFT,NVDA,QCOM,TSLA,TXN
2019-06-03,-0.010110231428286598,-0.043816889570411854,-0.04640944152935211,-0.042627179740076904,-0.0750549796168305,0.012942182349370057,-0.005669433729356355,-0.031047908118100653,-0.01240224777806298,-0.0023944858819522352,-0.03343062019628307,0.008244750429491132
2019-06-04,0.036583711594186274,0.0373701606817709,0.02178196743868477,-0.06105791439007158,0.020408201206685295,0.0005292759265373981,0.006578993461579419,0.02770360274308925,0.06891925115337583,0.026852646970083827,0.08174561678543579,0.03755812695593197
2019-06-05,0.016143327539879238,0.015444136907645012,0.005168910649751446,0.015109484866347334,0.003999989068330212,0.0037026026323612182,-0.004357294174649917,0.0216791201744293,-0.012028233567984548,-0.011941572460382743,0.015444203354884278,0.003299165227638401
2019-06-06,0.014681760020182288,0.00710988252420619,0.009122798591638004,-0.00028220123956368415,0.0009514399943599816,0.007001375002596122,-0.013129089830587137,0.015814942288608247,0.017695347774077552,0.008504926020910686,0.047611724794600185,0.0064851388921352005
2019-06-07,0.026617115957418003,0.012227132526920093,0.028312344307920956,0.02837216433167966,0.02982239777730933,0.0026913693567918173,-0.017738447113792577,0.028008096998034304,0.011962877670921523,0.016274648770459033,-0.007040473670762104,0.008893736156242005
2019-06-10,0.01277945540924863,0.00783718955666024,0.03137418705164108,-0.005422904875873602,0.00847996059385947,-0.012302416194977517,0.0022573880969167792,0.009132630376535777,0.020137510440469075,0.026932669669637477,0.0409779614967416,0.013133008320531658
2019-06-11,0.01157948457352731,-0.015516894343797438,0.0016499498992310624,-0.009076530355347279,0.018762147591115497,0.0012833647654955094,-0.003153139365859925,-0.0037709427227426984,0.01563035230811005,0.009923271247649357,0.01982332654752783,0.002663673110964382
2019-06-12,-0.0031826121729940926,0.003079843956636852,-0.004496434566917951,0.027516514423324256,-0.017181430165725375,0.0041465620467171505,-0.021690056932803792,-0.00461756042491801,-0.030182490793757788,-0.023161333202785794,-0.0361123225445279,-0.02293461411764397
2019-06-13,-0.00020587677168848462,-0.001950616067277977,0.008074134366433672,0.010442903901259237,0.013882586995978885,0.005480836867634897,-0.011547278239882997,0.006312221665279338,0.014090292208635669,0.004886000623769204,0.02222116693893894,0.007612839127236759
2019-06-14,-0.007262419359352457,-0.007310854516524468,-0.0003368469584370537,0.05624024585256682,0.02175015824534321,0.0006720612655899405,-0.007009394471429897,0.0009824185388211948,-0.024416453538641636,-0.017303026675250743,0.0047216038812150085,-0.03480842029362885
2019-06-17,0.005966473952581541,0.004812626987361623,0.008750199215386889,0.07206482235016409,0.04235367891815689,-0.0010447163939767412,0.006117652444278532,0.0030200768937387323,0.0026961075053804073,0.005675183686007834,0.047040743173720756,-0.005497959252665607
2019-06-18,0.0235187118638025,0.004281540818754648,0.008133468493092488,-0.025598800340442818,-0.002856956255365195,0.005901265931284261,0.014031791968750928,0.01738793660170468,0.05412678869902199,0.041238558604555386,-0.0012886872096607993,0.0404796242913712
